Date,TimeFromStartQuestTion,ID,AnsTime,Ans,IsSignificant
1753260967537,38.83436,choice-chat-06-story2-8,3.37886,ไม่กรอกข้อมูล,False
1753280037862,15.89464,choice-page2-2,626.929,กลับแชท,False
1753645450191,39.2166,choice-chat-06-story2-8,2.274441,กรอกข้อมูล,False
1754245530345,40.88343,choice-chat-06-story2-8,11.00649,กรอกข้อมูล,False
1754245543112,51.94283,choice-page2-5,12.56078,กลับแชท,False
1754245555048,74.61069,choice-page2-4,1.98391,ฟังเสียงต่อไป,False
1754245588056,74.61069,choice-page2-4,33.86063,ฟังเสียงต่อไป,False
1754245593597,74.61069,choice-page2-4,39.40136,ฟังเสียงต่อไป,False
1754245603465,74.61069,choice-page2-4,49.26902,ฟังเสียงต่อไป,False
1754245615953,74.61069,choice-page2-4,61.75711,ฟังเสียงต่อไป,False
1754245625965,74.61069,choice-page2-4,71.58855,กลับแชท,False
1754245672874,191.1067,choice-chat-05-story2-14,2.18248,กดโหลดแอป,False
1754245701608,193.3431,choice-page2-3,28.62357,กลับแชท,False
1755450477060,42.39168,choice-chat-03-story2-5-1,8.618874,10000 บาท,False
